Artist and Title,Streams,Daily,streams,Occurrence,Artist,title
BTS - Fire,371234116,102467.0,371234116,0,BTS,Fire
Kodaline - Brother,371211242,135236.0,371211242,0,Kodaline,Brother
Tay-K - The Race,371007763,135181.0,371007763,0,Tay-K,The Race
Juice WRLD - Stay High,370932507,185524.0,370932507,0,Juice WRLD,Stay High
Bowling For Soup - 1985,370763864,136215.0,370763864,0,Bowling For Soup,1985
Bullet For My Valentine - Tears Don't Fall,370572554,162184.0,370572554,0,Bullet For My Valentine,Tears Don't Fall
Shawn Mendes - Never Be Alone,370386306,57959.0,370386306,0,Shawn Mendes,Never Be Alone
Bloodhound Gang - The Bad Touch,370153172,174055.0,370153172,0,Bloodhound Gang,The Bad Touch
Michael Jackson - Chicago,369926730,444573.0,369926730,0,Michael Jackson,Chicago
Ne-Yo - She Knows,369872761,221243.0,369872761,0,Ne-Yo,She Knows
Joey Montana - Suena El Dembow,369765285,36799.0,369765285,0,Joey Montana,Suena El Dembow
Ken Carson - Yale,369502425,330906.0,369502425,0,Ken Carson,Yale
Daddy Yankee - Shaky Shaky,369472164,70569.0,369472164,0,Daddy Yankee,Shaky Shaky
MF DOOM - Rapp Snitch Knishes,369468658,221905.0,369468658,0,MF DOOM,Rapp Snitch Knishes
Creed - Higher,369252450,423902.0,369252450,0,Creed,Higher
Sean Paul - Baby Boy,369182300,181034.0,369182300,0,Sean Paul,Baby Boy
Beyoncé - Baby Boy,369182300,181034.0,369182300,0,Beyoncé,Baby Boy
Rod Stewart - Maggie May,369123749,125194.0,369123749,0,Rod Stewart,Maggie May
Stevie Wonder - Sir Duke,369085332,168759.0,369085332,0,Stevie Wonder,Sir Duke
Pearl Jam - Jeremy,369043795,152483.0,369043795,0,Pearl Jam,Jeremy
Mother Mother - Burning Pile,368664833,143967.0,368664833,0,Mother Mother,Burning Pile
George Ezra - Hold My Girl,368649865,200572.0,368649865,0,George Ezra,Hold My Girl
BTS - Yet To Come,368559543,79773.0,368559543,0,BTS,Yet To Come
NewJeans - New Jeans,368527947,354645.0,368527947,0,NewJeans,New Jeans
Miley Cyrus - Slide Away,368377830,68615.0,368377830,0,Miley Cyrus,Slide Away
Roberta Flack - Killing Me Softly With His Song,368331000,234589.0,368331000,0,Roberta Flack,Killing Me Softly With His Song
Maroon 5 - Misery,368271903,176081.0,368271903,0,Maroon 5,Misery
Demi Lovato - Really Don't Care,368177445,125737.0,368177445,0,Demi Lovato,Really Don't Care
Summer Walker - Girls Need Love,368175830,104835.0,368175830,1,Summer Walker,Girls Need Love
Panic! At The Disco - Emperor's New Clothes,368150521,92289.0,368150521,0,Panic! At The Disco,Emperor's New Clothes
YUNGBLUD - parents,367961826,114813.0,367961826,0,YUNGBLUD,parents
Ghostemane - Mercury: Retrograde,367898563,114850.0,367898563,0,Ghostemane,Mercury: Retrograde
Afroman - Crazy Rap (Colt 45 & 2 Zig Zags),367895795,120195.0,367895795,0,Afroman,Crazy Rap (Colt 45 & 2 Zig Zags)
Sech - 911,367889431,60633.0,367889431,0,Sech,911
The Weeknd - High For This,367841387,132954.0,367841387,0,The Weeknd,High For This
Walker Hayes - Fancy Like,367678581,115178.0,367678581,0,Walker Hayes,Fancy Like
Lauv - Paris in the Rain,367568754,140421.0,367568754,0,Lauv,Paris in the Rain
Nicky Jam - Si Tú La Ves,367396376,87075.0,367396376,0,Nicky Jam,Si Tú La Ves
Israel & Rodolffo - Bombonzinho,367379520,50411.0,367379520,0,Israel & Rodolffo,Bombonzinho
Michael Bublé - Everything,367375254,153242.0,367375254,0,Michael Bublé,Everything
Brytiago - Netflixxx,367303640,316592.0,367303640,0,Brytiago,Netflixxx
Blanco Brown - The Git Up,367200027,81205.0,367200027,0,Blanco Brown,The Git Up
Young the Giant - Cough Syrup,367184951,142779.0,367184951,0,Young the Giant,Cough Syrup
Lewis Capaldi - Forever,367161461,126422.0,367161461,0,Lewis Capaldi,Forever
Ella Eyre - We Don't Have To Take Our Clothes Off,367099957,83683.0,367099957,0,Ella Eyre,We Don't Have To Take Our Clothes Off
Michael Bublé - Haven't Met You Yet,367082748,132373.0,367082748,0,Michael Bublé,Haven't Met You Yet
BTS - Dope,367076661,115271.0,367076661,0,BTS,Dope
Caifanes - Afuera,367023583,259093.0,367023583,0,Caifanes,Afuera
The Neighbourhood - Cry Baby,366993426,166867.0,366993426,0,The Neighbourhood,Cry Baby
girl in red - bad idea!,366977974,163515.0,366977974,0,girl in red,bad idea!
Coldplay - Christmas Lights,366927367,9326.0,366927367,0,Coldplay,Christmas Lights
Morgan Wallen - The Way I Talk,366889556,169458.0,366889556,0,Morgan Wallen,The Way I Talk
Mitski - Francis Forever,366760558,222568.0,366760558,0,Mitski,Francis Forever
Ellie Goulding - Lights,366758764,127594.0,366758764,0,Ellie Goulding,Lights
Olivia Rodrigo - hope ur ok,366741404,151134.0,366741404,0,Olivia Rodrigo,hope ur ok
Ryan Castro - Monastery,366703481,141187.0,366703481,0,Ryan Castro,Monastery
Mother Mother - Verbatim,366644609,134761.0,366644609,0,Mother Mother,Verbatim
Peso Pluma - LA PEOPLE,366588745,303887.0,366588745,0,Peso Pluma,LA PEOPLE
A$AP Rocky - Fashion Killa,366481365,701416.0,366481365,0,A$AP Rocky,Fashion Killa
The Band Perry - If I Die Young,366444553,101280.0,366444553,0,The Band Perry,If I Die Young
Clean Bandit - Tick Tock,366324173,63000.0,366324173,0,Clean Bandit,Tick Tock
Justin Bieber - I'll Show You,366302668,45424.0,366302668,0,Justin Bieber,I'll Show You
$NOT - GOSHA,366256624,53551.0,366256624,0,$NOT,GOSHA
DaBaby - TOES,366198652,53266.0,366198652,0,DaBaby,TOES
Cage The Elephant - Trouble,366140213,138613.0,366140213,0,Cage The Elephant,Trouble
"P!nk - Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",366029381,93909.0,366029381,0,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"
Nathan Dawe - 21 Reasons,366002833,214659.0,366002833,0,Nathan Dawe,21 Reasons
Deep Blue Something - Breakfast At Tiffany's,365942669,118712.0,365942669,0,Deep Blue Something,Breakfast At Tiffany's
"Akhil - Duniyaa (From ""Luka Chuppi"")",365887378,164529.0,365887378,0,Akhil,"Duniyaa (From ""Luka Chuppi"")"
Felix Jaehn - Call It Love,365807151,195411.0,365807151,0,Felix Jaehn,Call It Love
Elton John - Can You Feel The Love Tonight,365792015,141580.0,365792015,0,Elton John,Can You Feel The Love Tonight
Whitesnake - Here I Go Again,365750854,126313.0,365750854,0,Whitesnake,Here I Go Again
Duffy - Mercy,365726519,151888.0,365726519,0,Duffy,Mercy
Kaifi Khalil - Kahani Suno 2.0,365696635,208255.0,365696635,0,Kaifi Khalil,Kahani Suno 2.0
Nicki Minaj - Truffle Butter,365594326,62075.0,365594326,0,Nicki Minaj,Truffle Butter
Craig David - 7 Days,365520468,125996.0,365520468,0,Craig David,7 Days
Chappell Roan - Casual,365473292,822979.0,365473292,0,Chappell Roan,Casual
Adam Levine - Lost Stars,365470588,69940.0,365470588,0,Adam Levine,Lost Stars
Dr. Dre - I Need A Doctor,365411084,106010.0,365411084,0,Dr. Dre,I Need A Doctor
My Chemical Romance - Famous Last Words,365317811,171613.0,365317811,0,My Chemical Romance,Famous Last Words
"King Von - Crazy Story, Pt. 3",365240714,421126.0,365240714,0,King Von,"Crazy Story, Pt. 3"
Selena - Amor Prohibido,365234398,190515.0,365234398,0,Selena,Amor Prohibido
B.o.B - HeadBand,365051315,54852.0,365051315,0,B.o.B,HeadBand
Megadeth - Symphony Of Destruction,365019804,172192.0,365019804,0,Megadeth,Symphony Of Destruction
Vishal Mishra - Pehle Bhi Main,365014795,311359.0,365014795,0,Vishal Mishra,Pehle Bhi Main
Avril Lavigne - I'm with You,364987258,217955.0,364987258,0,Avril Lavigne,I'm with You
Tyga - SWISH,364986172,68026.0,364986172,0,Tyga,SWISH
Juice WRLD - Hurt Me,364748893,151048.0,364748893,0,Juice WRLD,Hurt Me
James Brown & The Famous Flames - I Got You (I Feel Good),364707600,111668.0,364707600,0,James Brown & The Famous Flames,I Got You (I Feel Good)
James Brown - I Got You,364707600,111668.0,364707600,0,James Brown,I Got You
Tiago PZK - Piel,364697616,514596.0,364697616,0,Tiago PZK,Piel
Paul Simon - Me and Julio Down by the Schoolyard,364655499,126131.0,364655499,0,Paul Simon,Me and Julio Down by the Schoolyard
Lil Uzi Vert - Sauce It Up,364616628,101281.0,364616628,0,Lil Uzi Vert,Sauce It Up
Iron Maiden - Fear of the Dark (2015 Remaster),364489343,191193.0,364489343,0,Iron Maiden,Fear of the Dark (2015 Remaster)
James Blunt - Goodbye My Lover,364360328,164750.0,364360328,0,James Blunt,Goodbye My Lover
Paul Russell - Lil Boo Thang,364252367,305719.0,364252367,0,Paul Russell,Lil Boo Thang
Vance Joy - Saturday Sun,364128918,123227.0,364128918,0,Vance Joy,Saturday Sun
Eminem - No Love,364040842,128793.0,364040842,0,Eminem,No Love
KXLLSWXTCH - WASTE,364037813,199134.0,364037813,0,KXLLSWXTCH,WASTE
Post Malone - Die For Me,363970763,81825.0,363970763,0,Post Malone,Die For Me
Shawn Mendes - Youth,363964407,43196.0,363964407,0,Shawn Mendes,Youth
YNW Melly - 772 Love,363942587,157757.0,363942587,0,YNW Melly,772 Love
Taylor Swift - Now That We Don't Talk (Taylor's Version) (From The Vault),363870787,285799.0,363870787,0,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault)
Mora - Tuyo,363813144,372830.0,363813144,0,Mora,Tuyo
The 1975 - It's Not Living (If It's Not With You),363579710,176663.0,363579710,0,The 1975,It's Not Living (If It's Not With You)
Joey Bada$$ - DEVASTATED,363456374,55747.0,363456374,0,Joey Bada$$,DEVASTATED
Lady Gaga - Hold My Hand,363438179,230291.0,363438179,0,Lady Gaga,Hold My Hand
The Fray - Look After You,363414958,756611.0,363414958,0,The Fray,Look After You
Ozuna - Quiero Repetir,363389039,80763.0,363389039,0,Ozuna,Quiero Repetir
Don Toliver - Cardigan,363365694,245585.0,363365694,0,Don Toliver,Cardigan
LE SSERAFIM - FEARLESS (2023 Ver.),363358370,198378.0,363358370,0,LE SSERAFIM,FEARLESS (2023 Ver.)
Hugo & Guilherme - Mal Feito,363296687,58846.0,363296687,0,Hugo & Guilherme,Mal Feito
Ariana Grande - everytime,363234160,183244.0,363234160,0,Ariana Grande,everytime
Frank Ocean - Nikes,363217641,163155.0,363217641,0,Frank Ocean,Nikes
Vicetone - Astronomia,363204914,65389.0,363204914,0,Vicetone,Astronomia
Gwen Stefani - Rich Girl,363056660,234282.0,363056660,0,Gwen Stefani,Rich Girl
Olivia Rodrigo - Can’t Catch Me Now,362965438,377343.0,362965438,0,Olivia Rodrigo,Can’t Catch Me Now
Maná - Mi Verdad,362947998,123749.0,362947998,0,Maná,Mi Verdad
Lupe Fiasco - The Show Goes On,362939249,125139.0,362939249,0,Lupe Fiasco,The Show Goes On
Banda MS de Sergio Lizárraga - Ojos Cerrados,362900520,203756.0,362900520,0,Banda MS de Sergio Lizárraga,Ojos Cerrados
DMX - Party Up,362775948,136292.0,362775948,0,DMX,Party Up
Metallica - Fade To Black (Remastered),362738256,185209.0,362738256,0,Metallica,Fade To Black (Remastered)
Poison - Every Rose Has Its Thorn,362690202,148671.0,362690202,0,Poison,Every Rose Has Its Thorn
Kendrick Lamar - euphoria,362638284,469395.0,362638284,0,Kendrick Lamar,euphoria
blink-182 - Adam's Song,362382838,159270.0,362382838,0,blink-182,Adam's Song
(G)I-DLE - Queencard,362281165,178065.0,362281165,0,(G)I-DLE,Queencard
Birdy - Wings,362133635,170160.0,362133635,0,Birdy,Wings
Calle 13 - Muerte En Hawaii,362109391,118037.0,362109391,0,Calle 13,Muerte En Hawaii
Ty Dolla $ign - Spicy,362025358,36239.0,362025358,0,Ty Dolla $ign,Spicy
salem ilese - Mad at Disney,361975930,68966.0,361975930,0,salem ilese,Mad at Disney
Alejo - Pantysito,361937251,87233.0,361937251,0,Alejo,Pantysito
YOASOBI - 怪物,361919324,188726.0,361919324,0,YOASOBI,怪物
Tears For Fears - Shout,361917856,219920.0,361917856,0,Tears For Fears,Shout
Panic! At The Disco - This Is Gospel,361886024,63611.0,361886024,0,Panic! At The Disco,This Is Gospel
BTS - Airplane pt.2,361833445,130405.0,361833445,0,BTS,Airplane pt.2
Trippie Redd - Topanga,361748111,89919.0,361748111,0,Trippie Redd,Topanga
Metronomy - The Look,361683081,189404.0,361683081,0,Metronomy,The Look
XXXTENTACION - infinity (888),361632027,115911.0,361632027,0,XXXTENTACION,infinity (888)
DDG - Moonwalking in Calabasas,361503203,78970.0,361503203,0,DDG,Moonwalking in Calabasas
J Balvin - Amarillo,361384710,85049.0,361384710,0,J Balvin,Amarillo
Bryson Tiller - Whatever She Wants [BONUS],361281982,334938.0,361281982,0,Bryson Tiller,Whatever She Wants [BONUS]
Natanael Cano - O Me Voy O Te Vas,361273371,664328.0,361273371,0,Natanael Cano,O Me Voy O Te Vas
Melanie Martinez - Cake,361272911,144563.0,361272911,0,Melanie Martinez,Cake
Fonseca - Te Mando Flores,361239813,182519.0,361239813,0,Fonseca,Te Mando Flores
Lauv - There's No Way,361225366,36013.0,361225366,0,Lauv,There's No Way
Cuco - Lover Is a Day,361081720,153148.0,361081720,0,Cuco,Lover Is a Day
Bad Bunny - Soliá,361061715,156747.0,361061715,0,Bad Bunny,Soliá
"Radical Face - Welcome Home, Son",360957473,166142.0,360957473,0,Radical Face,"Welcome Home, Son"
Adolescent's Orquesta - Persona Ideal,360892109,326529.0,360892109,0,Adolescent's Orquesta,Persona Ideal
Eslabon Armado - Con Tus Besos,360891001,243658.0,360891001,0,Eslabon Armado,Con Tus Besos
Sabrina Carpenter - Looking at Me,360871994,321712.0,360871994,0,Sabrina Carpenter,Looking at Me
Ha*Ash - Lo Aprendí de Ti,360832844,215699.0,360832844,0,Ha*Ash,Lo Aprendí de Ti
Conan Gray - Astronomy,360677297,245924.0,360677297,0,Conan Gray,Astronomy
Eagles - Life in the Fast Lane,360665664,126569.0,360665664,0,Eagles,Life in the Fast Lane
Rag'n'Bone Man - Skin,360646916,102371.0,360646916,0,Rag'n'Bone Man,Skin
Pablo Alborán - Dónde está el amor,360501926,197643.0,360501926,0,Pablo Alborán,Dónde está el amor
"Taylor Swift - ""Slut!"" (Taylor's Version) (From The Vault)",360492069,283127.0,360492069,0,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)"
Wiz Khalifa - Hopeless Romantic,360478097,84522.0,360478097,0,Wiz Khalifa,Hopeless Romantic
Junior H - Disfruto Lo Malo,360455539,133633.0,360455539,0,Junior H,Disfruto Lo Malo
La Oreja de Van Gogh - La Playa,360035167,224499.0,360035167,0,La Oreja de Van Gogh,La Playa
Three Days Grace - Never Too Late,359991252,313131.0,359991252,0,Three Days Grace,Never Too Late
ZAYN - A Whole New World (End Title),359676567,72332.0,359676567,0,ZAYN,A Whole New World (End Title)
Wisin & Yandel - Algo Me Gusta De Ti,359594692,181935.0,359594692,0,Wisin & Yandel,Algo Me Gusta De Ti
Lana Del Rey - Pretty When You Cry,359477047,267623.0,359477047,0,Lana Del Rey,Pretty When You Cry
Journey - Separate Ways (Worlds Apart),359442177,218290.0,359442177,0,Journey,Separate Ways (Worlds Apart)
Zedd - I Want You To Know,359367210,93639.0,359367210,0,Zedd,I Want You To Know
Tal Bachman - She's so High,359257981,151870.0,359257981,0,Tal Bachman,She's so High
Enya - Only Time,359179685,161278.0,359179685,0,Enya,Only Time
Nirvana - Dumb,359007311,195090.0,359007311,0,Nirvana,Dumb
Ariel Camacho y Los Plebes Del Rancho - Te Metiste,358904954,178726.0,358904954,0,Ariel Camacho y Los Plebes Del Rancho,Te Metiste
Måneskin - SUPERMODEL,358804336,167273.0,358804336,0,Måneskin,SUPERMODEL
Mariah Carey - Christmas (Baby Please Come Home),358717964,5463.0,358717964,0,Mariah Carey,Christmas (Baby Please Come Home)
Travis Scott - WAKE UP,358455210,61509.0,358455210,0,Travis Scott,WAKE UP
DJ Nelson - Pasarela,358436122,179610.0,358436122,0,DJ Nelson,Pasarela
Daddy Yankee - Rompe,358352280,302428.0,358352280,0,Daddy Yankee,Rompe
CHANYEOL - Stay With Me,358295475,121060.0,358295475,0,CHANYEOL,Stay With Me
Gunna - one of wun,358285078,642638.0,358285078,0,Gunna,one of wun
Daddy Yankee - Dura,358234321,56815.0,358234321,1,Daddy Yankee,Dura
Harry Styles - She,358216624,80398.0,358216624,0,Harry Styles,She
Lil Tjay - Headshot,358206681,77910.0,358206681,0,Lil Tjay,Headshot
The Weeknd - Wasted Times,358124800,72971.0,358124800,0,The Weeknd,Wasted Times
Eartha Kitt - Santa Baby,358121258,7159.0,358121258,0,Eartha Kitt,Santa Baby
Julión Álvarez y su Norteño Banda - Lo Tienes Todo,358094427,442457.0,358094427,0,Julión Álvarez y su Norteño Banda,Lo Tienes Todo
Ñejo & Dalmata - Pasarela,358077840,175685.0,358077840,0,Ñejo & Dalmata,Pasarela
Julieta Venegas - Limón y Sal,358004915,231337.0,358004915,0,Julieta Venegas,Limón y Sal
Myke Towers - La Playa,357974136,130414.0,357974136,0,Myke Towers,La Playa
Boyz II Men - End Of The Road,357898853,160392.0,357898853,0,Boyz II Men,End Of The Road
Sean Kingston - Fire Burning,357818897,197909.0,357818897,0,Sean Kingston,Fire Burning
Bryce Vine - Drew Barrymore,357709015,61202.0,357709015,0,Bryce Vine,Drew Barrymore
Taylor Swift - seven,357673756,142180.0,357673756,0,Taylor Swift,seven
The Beatles - Help!,357614841,107737.0,357614841,0,The Beatles,Help!
Jeremih - All The Time,357555090,127573.0,357555090,0,Jeremih,All The Time
Luude - Down Under,357531617,165966.0,357531617,0,Luude,Down Under
Fireboy DML - Peru,357476018,131612.0,357476018,0,Fireboy DML,Peru
Louis Armstrong - Dream A Little Dream Of Me,357421834,128833.0,357421834,0,Louis Armstrong,Dream A Little Dream Of Me
Elton John - Step Into Christmas,357361510,3647.0,357361510,0,Elton John,Step Into Christmas
YOASOBI - 群青,357347456,153394.0,357347456,0,YOASOBI,群青
George Harrison - Got My Mind Set on You,357320604,277030.0,357320604,0,George Harrison,Got My Mind Set on You
Twenty One Pilots - House of Gold,357240330,101935.0,357240330,0,Twenty One Pilots,House of Gold
Megan Thee Stallion - Body,357127517,101181.0,357127517,0,Megan Thee Stallion,Body
The Strokes - You Only Live Once,357106341,120322.0,357106341,0,The Strokes,You Only Live Once
Latto - Big Energy,356972617,119878.0,356972617,0,Latto,Big Energy
Britney Spears - Work Bitch,356889495,117224.0,356889495,0,Britney Spears,Work Bitch
Rauw Alejandro - Qué Pasaría...,356880271,1823350.0,356880271,0,Rauw Alejandro,Qué Pasaría...
"Panic! At The Disco - Hey Look Ma, I Made It",356867463,69808.0,356867463,0,Panic! At The Disco,"Hey Look Ma, I Made It"
Peter Cetera - Glory of Love,356858135,265146.0,356858135,0,Peter Cetera,Glory of Love
Niall Horan - Nice To Meet Ya,356807952,61374.0,356807952,0,Niall Horan,Nice To Meet Ya
Robin Schulz - Speechless,356759595,90099.0,356759595,0,Robin Schulz,Speechless
Drake - Pain 1993,356709133,231349.0,356709133,0,Drake,Pain 1993
"Shakira - Ciega, Sordomuda",356662080,410649.0,356662080,0,Shakira,"Ciega, Sordomuda"
PARTYNEXTDOOR - BELIEVE IT,356629684,46905.0,356629684,0,PARTYNEXTDOOR,BELIEVE IT
Led Zeppelin - Ramble On,356479625,234108.0,356479625,0,Led Zeppelin,Ramble On
Joe Cocker - Up Where We Belong,356416588,159408.0,356416588,0,Joe Cocker,Up Where We Belong
Radiohead - Fake Plastic Trees,356413774,410681.0,356413774,0,Radiohead,Fake Plastic Trees
Midnight Oil - Beds Are Burning,356372770,159412.0,356372770,0,Midnight Oil,Beds Are Burning
KHEA - Loca,356276904,353990.0,356276904,1,KHEA,Loca
Pantera - Cowboys from Hell,356242472,266275.0,356242472,0,Pantera,Cowboys from Hell
Drake - Time Flies,356169395,190986.0,356169395,0,Drake,Time Flies
MARINA - How to Be a Heartbreaker,355968179,113792.0,355968179,0,MARINA,How to Be a Heartbreaker
Rush - Tom Sawyer,355918470,124839.0,355918470,0,Rush,Tom Sawyer
LUM!X - Monster,355818450,94760.0,355818450,0,LUM!X,Monster
Jain - Makeba,355811856,105138.0,355811856,0,Jain,Makeba
Jhené Aiko - The Worst,355653608,165663.0,355653608,0,Jhené Aiko,The Worst
Imagine Dragons - Sharks,355605110,225648.0,355605110,0,Imagine Dragons,Sharks
"Héctor ""El Father"" - El Telefono",355543318,267801.0,355543318,0,"Héctor ""El Father""",El Telefono
Don Toliver - BANDIT,355520892,713077.0,355520892,0,Don Toliver,BANDIT
Shawn Mendes - When You're Gone,355518263,95151.0,355518263,0,Shawn Mendes,When You're Gone
YG - My Hitta,355436266,77001.0,355436266,0,YG,My Hitta
Jessica Darrow - Surface Pressure,355349967,110339.0,355349967,0,Jessica Darrow,Surface Pressure
Pepe Aguilar - Prometiste (En Vivo),355296057,55530.0,355296057,0,Pepe Aguilar,Prometiste (En Vivo)
mgk - bloody valentine,355233112,106661.0,355233112,0,mgk,bloody valentine
League of Legends - RISE,355157891,105118.0,355157891,0,League of Legends,RISE
Morat - Presiento,355150336,170522.0,355150336,0,Morat,Presiento
Elton John - Crocodile Rock,355087155,172895.0,355087155,0,Elton John,Crocodile Rock
Avicii - The Days,354850733,89144.0,354850733,0,Avicii,The Days
KAROL G - Ocean,354840838,99415.0,354840838,0,KAROL G,Ocean
Alvaro Soler - La Cintura,354776550,66145.0,354776550,0,Alvaro Soler,La Cintura
Bill Withers - Lean on Me,354669041,143360.0,354669041,0,Bill Withers,Lean on Me
Rauw Alejandro - Tattoo,354509032,49489.0,354509032,1,Rauw Alejandro,Tattoo
Megan Thee Stallion - Thot Shit,354507763,125363.0,354507763,0,Megan Thee Stallion,Thot Shit
Billie Eilish - BLUE,354454881,611369.0,354454881,0,Billie Eilish,BLUE
NAYEON - POP!,354451894,160360.0,354451894,0,NAYEON,POP!
Lalo Rodriguez - Ven Devórame Otra Vez,354391788,279812.0,354391788,0,Lalo Rodriguez,Ven Devórame Otra Vez
Surf Curse - Disco,354133771,596370.0,354133771,0,Surf Curse,Disco
Hollow Coves - Coastline,354133052,326699.0,354133052,0,Hollow Coves,Coastline
Summer Walker - Deep,354007172,112964.0,354007172,0,Summer Walker,Deep
One Direction - Strong,353899182,148187.0,353899182,0,One Direction,Strong
Sebastian Yatra - Cristina,353774099,204323.0,353774099,0,Sebastian Yatra,Cristina
Quevedo - WANDA,353754954,121029.0,353754954,0,Quevedo,WANDA
Morgan Wallen - Spin You Around,353715025,336613.0,353715025,0,Morgan Wallen,Spin You Around
347aidan - Dancing in My Room,353675182,57380.0,353675182,0,347aidan,Dancing in My Room
Vanilla Ice - アイス・アイス・ベイビー,353588696,125847.0,353588696,0,Vanilla Ice,アイス・アイス・ベイビー
Mr. President - Coco Jamboo,353574996,181215.0,353574996,0,Mr. President,Coco Jamboo
AnnenMayKantereit - Tom's Diner,353516908,195457.0,353516908,0,AnnenMayKantereit,Tom's Diner
Pearl Jam - Last Kiss,353302947,154730.0,353302947,0,Pearl Jam,Last Kiss
The Jacksons - Blame It on the Boogie,353196869,174406.0,353196869,0,The Jacksons,Blame It on the Boogie
Bakar - Hell N Back,353179492,640471.0,353179492,0,Bakar,Hell N Back
Santa Fe Klan - Te Ire A Buscar,353148994,208359.0,353148994,0,Santa Fe Klan,Te Ire A Buscar
"benny blanco - I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",353074004,103550.0,353074004,0,benny blanco,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)"
aespa - Drama,353002591,315484.0,353002591,0,aespa,Drama
YBN Nahmir - Rubbin off the Paint,352974872,83561.0,352974872,0,YBN Nahmir,Rubbin off the Paint
"Arijit Singh - Satranga (From ""Animal"")",352893618,425766.0,352893618,0,Arijit Singh,"Satranga (From ""Animal"")"
Rod Stewart - Do Ya Think I'm Sexy,352852914,263103.0,352852914,0,Rod Stewart,Do Ya Think I'm Sexy
ENHYPEN - Bite Me,352781237,296529.0,352781237,0,ENHYPEN,Bite Me
Robin Schulz - In Your Eyes,352769700,49783.0,352769700,0,Robin Schulz,In Your Eyes
Sabrina Carpenter - because i liked a boy,352669244,547404.0,352669244,0,Sabrina Carpenter,because i liked a boy
Alan Menken - I See the Light,352609508,186012.0,352609508,0,Alan Menken,I See the Light
Nio Garcia - Mírame,352582717,123967.0,352582717,0,Nio Garcia,Mírame
Kesha - We R Who We R,352582537,192887.0,352582537,0,Kesha,We R Who We R
Rihanna - You Da One,352455616,142158.0,352455616,0,Rihanna,You Da One
ZHU - Faded,352394149,79369.0,352394149,0,ZHU,Faded
Fuego - Una Vaina Loca,352388305,100826.0,352388305,0,Fuego,Una Vaina Loca
NLE Choppa - Capo,352325243,114092.0,352325243,0,NLE Choppa,Capo
Nicky Jam - Muévelo,352233221,41516.0,352233221,0,Nicky Jam,Muévelo
Alfredo Olivas - En Definitiva,352155899,312042.0,352155899,0,Alfredo Olivas,En Definitiva
Lana Del Rey - Norman fucking Rockwell,352141821,185072.0,352141821,0,Lana Del Rey,Norman fucking Rockwell
"Arijit Singh - Tum Hi Ho (From ""Aashiqui 2"")",352110130,347648.0,352110130,0,Arijit Singh,"Tum Hi Ho (From ""Aashiqui 2"")"
Post Malone - Cooped Up,352075679,84137.0,352075679,0,Post Malone,Cooped Up
SZA - Blind,352014993,234099.0,352014993,0,SZA,Blind
Melanie Martinez - Teacher's Pet,351989014,190639.0,351989014,0,Melanie Martinez,Teacher's Pet
Imagine Dragons - Enemy,351787215,128153.0,351787215,1,Imagine Dragons,Enemy
Childish Gambino - Feels Like Summer,351680669,167896.0,351680669,0,Childish Gambino,Feels Like Summer
Thundercat - Them Changes,351658409,119131.0,351658409,0,Thundercat,Them Changes
Trey Songz - Bottoms Up,351658058,140053.0,351658058,0,Trey Songz,Bottoms Up
Black Sabbath - War Pigs / Luke's Wall,351629549,211318.0,351629549,0,Black Sabbath,War Pigs / Luke's Wall
Fleetwood Mac - Never Going Back Again,351603516,131009.0,351603516,0,Fleetwood Mac,Never Going Back Again
Lana Del Rey - Cherry,351566960,207960.0,351566960,0,Lana Del Rey,Cherry
Dustin Lynch - Small Town Boy,351512050,55991.0,351512050,0,Dustin Lynch,Small Town Boy
MUPP - vendetta!,351451787,75419.0,351451787,0,MUPP,vendetta!
Mithoon - Tum Hi Ho,351412389,340539.0,351412389,0,Mithoon,Tum Hi Ho
Olivia Newton-John - Hopelessly Devoted To You,351399833,211191.0,351399833,0,Olivia Newton-John,Hopelessly Devoted To You
Eric Church - Drink In My Hand,351346033,161175.0,351346033,0,Eric Church,Drink In My Hand
JAY-Z - Holy Grail,351304291,91587.0,351304291,0,JAY-Z,Holy Grail
The Goo Goo Dolls - Slide,351178547,204194.0,351178547,0,The Goo Goo Dolls,Slide
La Arrolladora Banda El Limón De Rene Camacho - Ya Te Perdí La Fe,351175507,343353.0,351175507,0,La Arrolladora Banda El Limón De Rene Camacho,Ya Te Perdí La Fe
Lana Del Rey - Love,351166785,95306.0,351166785,0,Lana Del Rey,Love
BONES - HDMI,351122672,130421.0,351122672,0,BONES,HDMI
Deftones - Be Quiet and Drive (Far Away),351115444,439859.0,351115444,0,Deftones,Be Quiet and Drive (Far Away)
BigXthaPlug - Mmhmm,351096118,551153.0,351096118,0,BigXthaPlug,Mmhmm
Cartel De Santa - Todas Mueren por Mí,351085014,225050.0,351085014,0,Cartel De Santa,Todas Mueren por Mí
Bruno Mars - Chunky,351012792,106100.0,351012792,0,Bruno Mars,Chunky
